run_id,project,algorithm,dataset,track,filter_type,filter_width,selectivity,k,params_json,recall,qps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,build_time_s,index_size_kb,memory_kb,distcomps,threads,raw_result_path,created_at
,SIEVE,parlayivf,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""ParlayIVF(metric=Euclidian, dtype=uint8, T=8, cluster_size=5,000, cutoff=10,000, target_points=15,000, tiny_cutoff=60,000, max_iter=10, weight_classes=(100000, 400000), max_degrees=(8, 10, 12), beam_widths=[50, 50, 50], search_limits=[100000, 400000, 3000000])""}",0.920035,30253.750266251936,,,,,-1.0,10180228.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,parlayivf,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""ParlayIVF(metric=Euclidian, dtype=uint8, T=8, cluster_size=5,000, cutoff=10,000, target_points=15,000, tiny_cutoff=100,000, max_iter=10, weight_classes=(100000, 400000), max_degrees=(8, 10, 12), beam_widths=[50, 50, 50], search_limits=[100000, 400000, 3000000])""}",0.920192,30372.37863515236,,,,,-1.0,10180228.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,parlayivf,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""ParlayIVF(metric=Euclidian, dtype=uint8, T=8, cluster_size=5,000, cutoff=10,000, target_points=15,000, tiny_cutoff=100,000, max_iter=10, weight_classes=(100000, 400000), max_degrees=(8, 10, 12), beam_widths=[60, 60, 60], search_limits=[100000, 400000, 3000000])""}",0.929911,29920.42628024319,,,,,-1.0,10180228.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,parlayivf,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""ParlayIVF(metric=Euclidian, dtype=uint8, T=8, cluster_size=5,000, cutoff=10,000, target_points=15,000, tiny_cutoff=60,000, max_iter=10, weight_classes=(100000, 400000), max_degrees=(8, 10, 12), beam_widths=[90, 90, 90], search_limits=[100000, 400000, 3000000])""}",0.948298,28169.52148394934,,,,,-1.0,10180228.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,parlayivf,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""ParlayIVF(metric=Euclidian, dtype=uint8, T=8, cluster_size=5,000, cutoff=10,000, target_points=15,000, tiny_cutoff=100,000, max_iter=10, weight_classes=(100000, 400000), max_degrees=(8, 10, 12), beam_widths=[90, 90, 90], search_limits=[100000, 400000, 3000000])""}",0.948455,27896.75198658499,,,,,-1.0,10180228.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,puck,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Puck('C200_F200_FN16_Flat', {'radius_rate': 1.0, 'search_coarse_count': 30, 'filter_topk': 50})""}",0.8821,20698.39638040204,,,,,-1.0,9003844.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,puck,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Puck('C200_F200_FN16_Flat', {'radius_rate': 1.0, 'search_coarse_count': 30, 'filter_topk': 55})""}",0.891853,20097.58746285103,,,,,-1.0,9003844.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,puck,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Puck('C200_F200_FN16_Flat', {'radius_rate': 1.0, 'search_coarse_count': 30, 'filter_topk': 60})""}",0.899817,19703.2151728752,,,,,-1.0,9003844.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,puck,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Puck('C200_F200_FN16_Flat', {'radius_rate': 1.0, 'search_coarse_count': 30, 'filter_topk': 65})""}",0.906664,19193.2948229222,,,,,-1.0,9003844.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,puck,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Puck('C200_F200_FN16_Flat', {'radius_rate': 1.0, 'search_coarse_count': 30, 'filter_topk': 70})""}",0.912572,18708.36530712413,,,,,-1.0,9003844.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,puck,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Puck('C200_F200_FN16_Flat', {'radius_rate': 1.0, 'search_coarse_count': 30, 'filter_topk': 75})""}",0.917783,18495.20447140533,,,,,-1.0,9003844.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,puck,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Puck('C200_F200_FN16_Flat', {'radius_rate': 1.0, 'search_coarse_count': 30, 'filter_topk': 80})""}",0.922152,18070.773271790884,,,,,-1.0,9003844.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,puck,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Puck('C200_F200_FN16_Flat', {'radius_rate': 1.0, 'search_coarse_count': 30, 'filter_topk': 85})""}",0.92615,17699.509099985695,,,,,-1.0,9003844.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,puck,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Puck('C200_F200_FN16_Flat', {'radius_rate': 1.0, 'search_coarse_count': 30, 'filter_topk': 90})""}",0.929702,17442.453743316342,,,,,-1.0,9003844.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,puck,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Puck('C200_F200_FN16_Flat', {'radius_rate': 1.0, 'search_coarse_count': 30, 'filter_topk': 95})""}",0.932838,17249.46353286015,,,,,-1.0,9003844.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,puck,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Puck('C200_F200_FN16_Flat', {'radius_rate': 1.0, 'search_coarse_count': 30, 'filter_topk': 100})""}",0.935659,16853.92969471283,,,,,-1.0,9003844.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,puck,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Puck('C200_F200_FN16_Flat', {'radius_rate': 1.0, 'search_coarse_count': 30, 'filter_topk': 110})""}",0.940293,15674.855456279944,,,,,-1.0,9003844.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,pyanns,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Pyanns(('IVF16384,SQ8', {'nprobe': 16, 'mt_threshold': 0.0032}))""}",0.899089,5213.558685276073,,,,,-1.0,2932820.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,pyanns,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Pyanns(('IVF16384,SQ8', {'nprobe': 16, 'mt_threshold': 0.0035}))""}",0.902025,5184.844352092613,,,,,-1.0,2932820.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,pyanns,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Pyanns(('IVF16384,SQ8', {'nprobe': 32, 'mt_threshold': 0.001}))""}",0.910675,4732.011185194324,,,,,-1.0,2932820.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,wm_filter,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF1024,SQ8', 'direct', {'nprobe': 80, 'max_codes': 1800, 'selector_probe_limit': 80}))""}",0.8865040000000001,14368.64784105988,,,,,-1.0,3335240.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,wm_filter,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF1024,SQ8', 'direct', {'nprobe': 70, 'max_codes': 2100, 'selector_probe_limit': 70}))""}",0.887204,14350.787687889228,,,,,-1.0,3335240.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,wm_filter,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF1024,SQ8', 'direct', {'nprobe': 100, 'max_codes': 1800, 'selector_probe_limit': 100}))""}",0.897899,14042.208341136784,,,,,-1.0,3335240.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,wm_filter,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF1024,SQ8', 'direct', {'nprobe': 120, 'max_codes': 1800, 'selector_probe_limit': 120}))""}",0.90434,14390.35069631692,,,,,-1.0,3335240.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,wm_filter,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF1024,SQ8', 'direct', {'nprobe': 100, 'max_codes': 2100, 'selector_probe_limit': 100}))""}",0.906396,14346.585860949108,,,,,-1.0,3335240.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,wm_filter,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF1024,SQ8', 'direct', {'nprobe': 140, 'max_codes': 1800, 'selector_probe_limit': 140}))""}",0.908275,14178.000583033929,,,,,-1.0,3335240.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,wm_filter,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF1024,SQ8', 'direct', {'nprobe': 160, 'max_codes': 1800, 'selector_probe_limit': 160}))""}",0.910918,14467.961514010382,,,,,-1.0,3335240.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,wm_filter,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF1024,SQ8', 'direct', {'nprobe': 130, 'max_codes': 2100, 'selector_probe_limit': 130}))""}",0.915053,14369.857854925523,,,,,-1.0,3335240.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,wm_filter,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF1024,SQ8', 'direct', {'nprobe': 160, 'max_codes': 2100, 'selector_probe_limit': 160}))""}",0.91951,14146.661306120466,,,,,-1.0,3335240.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,wm_filter,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF1024,SQ8', 'direct', {'nprobe': 200, 'max_codes': 2100, 'selector_probe_limit': 200}))""}",0.922234,14181.586824833885,,,,,-1.0,3335240.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,dhq,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""DHQ((\""DHQ({'L': 200, 'R': 24, 'level': 2})\"", {'nprobe': 110, 'num': 2100, 'ef': 13, 'random': 35}))""}",0.900945,13442.551327979094,,,,,2650.3222818374634,10180136.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,dhq,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""DHQ((\""DHQ({'L': 200, 'R': 24, 'level': 2})\"", {'nprobe': 110, 'num': 2100, 'ef': 11, 'random': 40}))""}",0.901372,13478.86279293674,,,,,2650.3222818374634,10180136.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,dhq,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""DHQ((\""DHQ({'L': 200, 'R': 24, 'level': 2})\"", {'nprobe': 100, 'num': 2400, 'ef': 10, 'random': 30}))""}",0.902981,13499.736912609282,,,,,2650.3222818374634,10180136.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,dhq,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""DHQ((\""DHQ({'L': 200, 'R': 24, 'level': 2})\"", {'nprobe': 100, 'num': 2400, 'ef': 10, 'random': 45}))""}",0.903563,13559.001611283582,,,,,2650.3222818374634,10180136.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,dhq,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""DHQ((\""DHQ({'L': 200, 'R': 24, 'level': 2})\"", {'nprobe': 115, 'num': 2400, 'ef': 10, 'random': 30}))""}",0.90809,13607.65378616392,,,,,2650.3222818374634,10180136.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,dhq,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""DHQ((\""DHQ({'L': 200, 'R': 24, 'level': 2})\"", {'nprobe': 145, 'num': 2100, 'ef': 10, 'random': 35}))""}",0.908161,13670.86470426512,,,,,2650.3222818374634,10180136.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,dhq,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""DHQ((\""DHQ({'L': 200, 'R': 24, 'level': 2})\"", {'nprobe': 140, 'num': 2100, 'ef': 10, 'random': 42}))""}",0.908325,13655.452773399204,,,,,2650.3222818374634,10180136.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,dhq,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""DHQ((\""DHQ({'L': 200, 'R': 24, 'level': 2})\"", {'nprobe': 140, 'num': 2100, 'ef': 10, 'random': 41}))""}",0.908328,13576.281307867575,,,,,2650.3222818374634,10180136.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,dhq,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""DHQ((\""DHQ({'L': 200, 'R': 24, 'level': 2})\"", {'nprobe': 140, 'num': 2100, 'ef': 10, 'random': 36}))""}",0.90863,13520.042090249442,,,,,2650.3222818374634,10180136.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,dhq,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""DHQ((\""DHQ({'L': 200, 'R': 24, 'level': 2})\"", {'nprobe': 155, 'num': 2100, 'ef': 10, 'random': 35}))""}",0.909507,13513.146752446914,,,,,2650.3222818374634,10180136.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
